나이,성별,스타일,일 평균 기온,일 평균 기상,일 평균 습도,일 평균 풍속,상의 카테고리,상의 색상,상의 기장,상의 소재,상의 프린트,하의 카테고리,하의 색상,하의 기장,하의 소재,하의 프린트,Cluster
20대,남성,스트리트,9.2,비,49.1,2.4,티셔츠,베이지,발목,데님,무지,청바지,베이지,발목,데님,무지,5
20대,남성,스트리트,9.2,비,49.1,2.4,코트,베이지,발목,데님,무지,팬츠,베이지,발목,데님,무지,5
20대,남성,스트리트,9.2,비,49.1,2.4,티셔츠,베이지,발목,데님,무지,팬츠,베이지,발목,데님,무지,5
30대,남성,스트리트,11.6,맑음,25.6,2.5,후드티,베이지,발목,데님,무지,조거팬츠,베이지,발목,데님,무지,19
20대,남성,스트리트,11.6,맑음,25.6,2.5,후드티,베이지,발목,데님,무지,팬츠,베이지,발목,데님,무지,19
20대,남성,스트리트,11.6,맑음,25.6,2.5,재킷,베이지,발목,데님,무지,청바지,베이지,발목,데님,무지,19
20대,남성,스트리트,11.6,맑음,25.6,2.5,재킷,베이지,발목,데님,무지,팬츠,베이지,발목,데님,무지,19
20대,남성,스트리트,11.6,맑음,25.6,2.5,재킷,베이지,발목,데님,무지,팬츠,베이지,발목,데님,무지,19
20대,남성,스트리트,11.4,비,41.0,2.9,셔츠,네이비,노멀,우븐,무지,팬츠,블랙,발목,우븐,무지,18
20대,남성,스트리트,11.4,비,41.0,2.9,재킷,브라운,노멀,우븐,무지,청바지,브라운,노멀,우븐,무지,18
20대,남성,스트리트,11.4,비,41.0,2.9,패딩,브라운,노멀,우븐,무지,팬츠,브라운,노멀,우븐,무지,18
20대,남성,스트리트,11.4,비,41.0,2.9,티셔츠,브라운,노멀,우븐,무지,청바지,브라운,노멀,우븐,무지,18
20대,남성,스트리트,13.9,맑음,48.4,5.8,셔츠,베이지,노멀,우븐,무지,팬츠,베이지,노멀,우븐,무지,0
20대,남성,스트리트,13.9,맑음,48.4,5.8,셔츠,브라운,노멀,우븐,체크,팬츠,그린,노멀,우븐,무지,0
20대,남성,스트리트,13.9,맑음,48.4,5.8,셔츠,라벤더,노멀,우븐,무지,팬츠,베이지,발목,우븐,무지,0
20대,남성,스트리트,13.9,맑음,48.4,5.8,셔츠,브라운,롱,우븐,체크,팬츠,라벤더,노멀,우븐,무지,0
20대,남성,스트리트,13.9,맑음,48.4,5.8,셔츠,스카이블루,롱,우븐,무지,팬츠,그린,발목,패딩,무지,0
20대,남성,스트리트,13.9,맑음,48.4,5.8,재킷,스카이블루,롱,우븐,무지,팬츠,스카이블루,롱,우븐,무지,0
20대,남성,스트리트,9.2,맑음,43.0,2.5,재킷,블랙,롱,우븐,무지,팬츠,블랙,롱,우븐,무지,14
20대,남성,스트리트,9.2,맑음,43.0,2.5,베스트,블랙,롱,우븐,무지,팬츠,블랙,롱,우븐,무지,14
20대,남성,스트리트,9.2,맑음,43.0,2.5,후드티,퍼플,노멀,우븐,레터링,청바지,블루,발목,데님,무지,14
20대,남성,스트리트,9.2,맑음,43.0,2.5,점퍼,네이비,롱,패딩,무지,팬츠,네이비,롱,패딩,무지,14
20대,남성,스트리트,9.2,맑음,43.0,2.5,재킷,네이비,롱,패딩,무지,팬츠,네이비,롱,패딩,무지,14
20대,남성,스트리트,9.2,맑음,43.0,2.5,티셔츠,네이비,롱,패딩,무지,팬츠,네이비,롱,패딩,무지,14
20대,남성,스트리트,9.2,맑음,43.0,2.5,재킷,네이비,롱,패딩,무지,팬츠,네이비,롱,패딩,무지,14
20대,남성,스트리트,9.2,맑음,43.0,2.5,재킷,블랙,롱,우븐,무지,팬츠,블랙,롱,우븐,무지,14
20대,남성,스트리트,11.8,맑음,61.53514063267166,10.1,짚업,블랙,롱,우븐,무지,청바지,블랙,롱,우븐,무지,16
20대,남성,스트리트,9.2,맑음,43.0,2.5,코트,블랙,롱,우븐,무지,팬츠,블랙,롱,우븐,무지,14
20대,남성,스트리트,9.2,맑음,43.0,2.5,점퍼,카키,롱,우븐,무지,팬츠,카키,롱,우븐,무지,14
20대,남성,스트리트,9.8,맑음,32.0,4.2,재킷,네이비,발목,우븐,무지,청바지,블루,발목,데님,무지,19
20대,남성,스트리트,9.8,맑음,32.0,4.2,코트,네이비,롱,패딩,무지,청바지,블루,롱,패딩,무지,19
20대,남성,스트리트,7.6,맑음,36.1,2.3,재킷,블루,롱,패딩,무지,청바지,블루,롱,패딩,무지,19
20대,남성,스트리트,7.6,맑음,36.1,2.3,셔츠,블루,롱,패딩,무지,청바지,블루,롱,패딩,무지,19
20대,남성,스트리트,7.6,맑음,36.1,2.3,재킷,블루,롱,패딩,무지,팬츠,블루,롱,패딩,무지,19
20대,남성,스트리트,7.6,맑음,36.1,2.3,점퍼,블루,롱,패딩,무지,청바지,블루,롱,패딩,무지,19
20대,남성,스트리트,7.6,맑음,36.1,2.3,점퍼,블루,롱,패딩,무지,팬츠,블루,롱,패딩,무지,19
20대,남성,스트리트,7.6,맑음,36.1,2.3,재킷,블랙,노멀,우븐,무지,청바지,블랙,노멀,우븐,무지,19
20대,남성,스트리트,7.6,맑음,36.1,2.3,점퍼,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,19
20대,남성,스트리트,7.6,맑음,36.1,2.3,재킷,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,19
20대,남성,스트리트,9.8,맑음,32.0,4.2,재킷,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,19
20대,남성,스트리트,9.4,맑음,39.1,3.6,짚업,블랙,롱,우븐,무지,팬츠,블랙,롱,우븐,무지,18
20대,남성,스트리트,9.4,맑음,39.1,3.6,재킷,블랙,롱,우븐,무지,청바지,블랙,롱,우븐,무지,18
20대,남성,스트리트,8.1,맑음,34.1,2.3,점퍼,베이지,하프,우븐,무지,팬츠,블랙,발목,우븐,무지,19
20대,남성,스트리트,8.1,맑음,34.1,2.3,코트,베이지,하프,우븐,무지,팬츠,베이지,하프,우븐,무지,19
20대,남성,스트리트,5.5,맑음,39.8,2.5,재킷,베이지,노멀,우븐,무지,팬츠,베이지,발목,우븐,무지,14
20대,남성,스트리트,5.5,맑음,39.8,2.5,점퍼,블랙,롱,퍼,무지,팬츠,블랙,롱,퍼,무지,14
20대,남성,스트리트,5.5,맑음,39.8,2.5,짚업,블랙,하프,퍼,무지,팬츠,블랙,맥시,퍼,무지,14
20대,남성,스트리트,5.5,맑음,39.8,2.5,셔츠,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,14
20대,남성,스트리트,5.5,맑음,39.8,2.5,티셔츠,블랙,노멀,우븐,그래픽,팬츠,블랙,노멀,우븐,그래픽,14
20대,남성,스트리트,5.5,맑음,39.8,2.5,티셔츠,블랙,노멀,우븐,레터링,청바지,스카이블루,노멀,데님,무지,14
20대,남성,스트리트,5.5,맑음,39.8,2.5,재킷,레드,노멀,패딩,무지,팬츠,블랙,노멀,우븐,무지,14
20대,남성,스트리트,5.5,맑음,39.8,2.5,짚업,블랙,하프,가죽,무지,팬츠,블랙,하프,가죽,무지,14
20대,남성,스트리트,5.5,맑음,39.8,2.5,코트,블랙,롱,우븐,무지,팬츠,퍼플,하프,우븐,무지,14
20대,남성,스트리트,5.5,맑음,39.8,2.5,패딩,그레이,롱,가죽,무지,팬츠,그레이,롱,가죽,무지,14
20대,남성,스트리트,7.7,맑음,31.0,2.7,코트,블랙,롱,패딩,무지,팬츠,블랙,롱,우븐,체크,19
20대,남성,스트리트,7.7,맑음,31.0,2.7,재킷,블랙,노멀,우븐,무지,팬츠,블랙,롱,우븐,무지,19
20대,남성,스트리트,11.6,안개,66.4,3.0,재킷,스카이블루,노멀,패딩,체크,팬츠,스카이블루,노멀,패딩,체크,1
20대,남성,스트리트,14.8,맑음,48.5,7.2,셔츠,스카이블루,노멀,패딩,체크,청바지,스카이블루,노멀,패딩,체크,0
20대,남성,스트리트,11.6,안개,66.4,3.0,재킷,스카이블루,노멀,패딩,체크,팬츠,스카이블루,노멀,패딩,체크,1
20대,남성,스트리트,11.6,안개,66.4,3.0,재킷,스카이블루,노멀,패딩,체크,팬츠,스카이블루,노멀,패딩,체크,1
20대,남성,스트리트,16.1,맑음,61.53514063267166,14.7,점퍼,스카이블루,노멀,패딩,체크,팬츠,스카이블루,노멀,패딩,체크,16
20대,남성,스트리트,16.1,맑음,61.53514063267166,14.7,재킷,스카이블루,노멀,패딩,체크,청바지,스카이블루,노멀,패딩,체크,16
20대,남성,스트리트,16.1,맑음,61.53514063267166,14.7,재킷,스카이블루,노멀,패딩,체크,청바지,스카이블루,노멀,패딩,체크,16
20대,남성,스트리트,11.6,안개,66.4,3.0,짚업,스카이블루,노멀,패딩,체크,청바지,스카이블루,노멀,패딩,체크,1
20대,남성,스트리트,11.6,안개,66.4,3.0,재킷,그린,노말,우븐,무지,팬츠,스카이블루,노멀,패딩,체크,1
20대,남성,스트리트,11.4,안개,51.1,2.0,재킷,그린,노말,우븐,무지,팬츠,그린,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,티셔츠,그린,노말,우븐,무지,조거팬츠,그린,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,재킷,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,베스트,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,재킷,네이비,노말,우븐,무지,청바지,네이비,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,재킷,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,티셔츠,네이비,노말,우븐,무지,청바지,네이비,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,점퍼,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,점퍼,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,점퍼,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,점퍼,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,니트웨어,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,5
30대,남성,스트리트,11.4,안개,51.1,2.0,재킷,네이비,노말,우븐,무지,팬츠,네이비,노말,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,재킷,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,후드티,핑크,롱,저지,무지,팬츠,핑크,노멀,저지,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,티셔츠,그린,노멀,우븐,무지,조거팬츠,블랙,노멀,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,재킷,브라운,발목,우븐,무지,팬츠,브라운,발목,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,티셔츠,브라운,발목,우븐,무지,팬츠,브라운,발목,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,패딩,브라운,발목,우븐,무지,팬츠,브라운,발목,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,점퍼,브라운,발목,우븐,무지,팬츠,브라운,발목,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,코트,브라운,발목,우븐,무지,팬츠,브라운,발목,우븐,무지,5
20대,남성,스트리트,11.4,안개,51.1,2.0,재킷,브라운,발목,우븐,무지,팬츠,브라운,발목,우븐,무지,5
20대,남성,테스트 스타일,7.3,맑음,56.1,2.0,테스트 상의 카테고리,테스트 상의 색상,테스트 상의 기장,테스트 상의 소재,테스트 상의 프린트,팬츠,브라운,발목,우븐,무지,5
10대,남성,스트리트,7.3,맑음,56.1,2.0,셔츠,브라운,발목,우븐,무지,팬츠,브라운,발목,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,패딩,브라운,발목,우븐,무지,팬츠,브라운,발목,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,재킷,브라운,발목,우븐,무지,팬츠,브라운,발목,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,코트,브라운,발목,우븐,무지,팬츠,브라운,발목,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,패딩,화이트,롱,패딩,무지,팬츠,브라운,발목,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,점퍼,블랙,하프,우븐,무지,팬츠,블랙,하프,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,짚업,블랙,하프,우븐,무지,팬츠,블랙,하프,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,재킷,블랙,하프,우븐,무지,팬츠,블랙,하프,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,가디건,블랙,노멀,가죽,무지,조거팬츠,블랙,노멀,가죽,무지,5
20대,남성,클래식,7.3,맑음,56.1,2.0,셔츠,베이지,롱,우븐,무지,팬츠,베이지,롱,우븐,무지,5
20대,남성,클래식,7.3,맑음,56.1,2.0,코트,베이지,롱,우븐,무지,청바지,베이지,롱,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,재킷,브라운,노말,우븐,무지,조거팬츠,브라운,노말,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,코트,브라운,노말,우븐,무지,팬츠,브라운,노말,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,재킷,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,가디건,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,코트,핑크,롱,패딩,레터링,팬츠,핑크,롱,패딩,레터링,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,니트웨어,핑크,롱,패딩,레터링,팬츠,카키,롱,패딩,레터링,5
20대,남성,스트리트,7.3,맑음,56.1,2.0,재킷,카키,노말,데님,무지,청바지,스카이블루,발목,데님,무지,5
20대,남성,스트리트,3.3,맑음,40.9,2.8,티셔츠,그린,노멀,저지,레터링,청바지,카키,노말,데님,무지,14
20대,남성,스트리트,3.3,맑음,40.9,2.8,티셔츠,그린,노멀,저지,레터링,조거팬츠,그린,노멀,저지,레터링,14
20대,남성,스트리트,7.1,비,77.4,2.9,점퍼,그린,노멀,패딩,무지,팬츠,그린,노멀,패딩,무지,17
20대,남성,스트리트,7.1,비,77.4,2.9,재킷,그린,노멀,패딩,무지,팬츠,그린,노멀,패딩,무지,17
10대,남성,스트리트,7.1,비,77.4,2.9,짚업,퍼플,하프,패딩,무지,청바지,퍼플,하프,패딩,무지,17
20대,남성,스트리트,7.1,비,77.4,2.9,점퍼,블랙,발목,패딩,무지,조거팬츠,블랙,발목,패딩,무지,17
20대,남성,스트리트,7.1,비,77.4,2.9,재킷,블랙,발목,패딩,무지,청바지,블랙,발목,패딩,무지,17
20대,남성,스트리트,10.3,비,79.0,1.4,코트,카키,롱,우븐,무지,팬츠,블랙,발목,패딩,무지,9
20대,남성,스트리트,13.8,비,70.0,2.8,티셔츠,카키,롱,우븐,무지,조거팬츠,카키,롱,우븐,무지,9
20대,남성,스트리트,13.8,비,70.0,2.8,재킷,카키,롱,우븐,무지,팬츠,카키,롱,우븐,무지,9
30대,남성,스트리트,10.3,비,79.0,1.4,가디건,그린,노멀,우븐,무지,팬츠,그린,롱,우븐,무지,9
30대,남성,스트리트,10.3,비,79.0,1.4,점퍼,그린,노멀,우븐,무지,팬츠,그린,노멀,우븐,무지,9
20대,남성,스트리트,13.128141253764031,맑음,61.53514063267166,2.544143524883145,코트,그린,노멀,우븐,무지,청바지,그린,노멀,우븐,무지,1
20대,남성,스트리트,13.8,비,70.0,2.8,후드티,그린,노멀,우븐,무지,팬츠,그린,노멀,우븐,무지,9
20대,남성,스트리트,13.8,비,70.0,2.8,재킷,그린,노멀,우븐,무지,팬츠,그린,노멀,우븐,무지,9
20대,남성,스트리트,13.8,비,70.0,2.8,점퍼,그린,노멀,우븐,무지,팬츠,그린,노멀,우븐,무지,9
20대,남성,스트리트,10.0,안개,52.0,1.4,코트,베이지,롱,패딩,무지,팬츠,블랙,노멀,우븐,무지,5
20대,남성,스트리트,13.5,맑음,43.6,1.6,가디건,옐로우,노멀,패딩,무지,청바지,옐로우,노멀,패딩,무지,0
20대,남성,스트리트,10.0,안개,52.0,1.4,재킷,네이비,노멀,우븐,무지,팬츠,네이비,노멀,우븐,무지,5
20대,남성,스트리트,10.0,안개,52.0,1.4,패딩,옐로우,롱,패딩,무지,청바지,브라운,롱,울/캐시미어,무지,5
20대,남성,스트리트,13.128141253764031,맑음,61.53514063267166,2.544143524883145,후드티,옐로우,롱,패딩,무지,팬츠,옐로우,롱,패딩,무지,1
20대,남성,스트리트,10.0,안개,52.0,1.4,코트,옐로우,롱,패딩,무지,팬츠,옐로우,롱,패딩,무지,5
20대,남성,스트리트,10.0,안개,52.0,1.4,점퍼,옐로우,롱,패딩,무지,팬츠,옐로우,롱,패딩,무지,5
20대,남성,스트리트,10.0,안개,52.0,1.4,패딩,옐로우,롱,패딩,무지,팬츠,옐로우,롱,패딩,무지,5
20대,남성,스트리트,10.0,안개,52.0,1.4,재킷,옐로우,롱,패딩,무지,팬츠,옐로우,롱,패딩,무지,5
20대,남성,스트리트,10.0,안개,52.0,1.4,점퍼,옐로우,롱,패딩,무지,청바지,옐로우,롱,패딩,무지,5
20대,남성,스트리트,13.9,맑음,49.0,3.0,후드티,옐로우,롱,패딩,무지,팬츠,옐로우,롱,패딩,무지,0
20대,남성,스트리트,13.9,맑음,49.0,3.0,재킷,옐로우,롱,패딩,무지,팬츠,옐로우,롱,패딩,무지,0
20대,남성,스트리트,10.0,안개,52.0,1.4,패딩,옐로우,롱,패딩,무지,팬츠,옐로우,롱,패딩,무지,5
20대,남성,스트리트,7.1,맑음,43.8,1.4,후드티,블랙,노멀,우븐,레터링,팬츠,옐로우,롱,패딩,무지,14
30대,남성,스트리트,7.1,맑음,43.8,1.4,재킷,그린,노멀,우븐,무지,팬츠,그린,노멀,우븐,무지,14
20대,남성,스트리트,7.1,맑음,43.8,1.4,티셔츠,화이트,노멀,우븐,그래픽,팬츠,스카이블루,노말,우븐,무지,14
20대,남성,스트리트,7.1,맑음,43.8,1.4,티셔츠,화이트,노멀,우븐,그래픽,팬츠,화이트,노멀,우븐,그래픽,14
20대,남성,스트리트,7.1,맑음,43.8,1.4,후드티,화이트,노멀,우븐,그래픽,팬츠,화이트,노멀,우븐,그래픽,14
20대,남성,스트리트,7.1,맑음,43.8,1.4,점퍼,브라운,노멀,우븐,무지,청바지,브라운,발목,데님,무지,14
20대,남성,스트리트,7.1,맑음,43.8,1.4,점퍼,블랙,노멀,우븐,무지,청바지,블랙,노멀,우븐,무지,14
20대,남성,스트리트,7.1,맑음,43.8,1.4,재킷,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,14
20대,남성,스트리트,7.1,맑음,43.8,1.4,재킷,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,14
20대,남성,스트리트,7.1,맑음,43.8,1.4,점퍼,블랙,노멀,우븐,무지,청바지,블랙,노멀,우븐,무지,14
20대,남성,스트리트,7.1,맑음,43.8,1.4,점퍼,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,14
20대,남성,스트리트,5.5,눈,72.8,1.6,티셔츠,네온,노멀,우븐,무지,팬츠,블루,발목,우븐,체크,17
20대,남성,스트리트,5.5,눈,72.8,1.6,티셔츠,핑크,노멀,우븐,그래픽,팬츠,핑크,노멀,우븐,그래픽,17
20대,남성,스트리트,5.5,눈,72.8,1.6,티셔츠,베이지,노멀,우븐,무지,팬츠,베이지,노멀,우븐,무지,17
20대,남성,스트리트,5.5,눈,72.8,1.6,후드티,브라운,발목,우븐,무지,팬츠,브라운,발목,우븐,무지,17
20대,남성,스트리트,5.5,눈,72.8,1.6,가디건,그린,노멀,우븐,무지,청바지,그린,노멀,우븐,무지,17
20대,남성,스트리트,5.5,눈,72.8,1.6,티셔츠,그린,노멀,우븐,무지,팬츠,그린,노멀,우븐,무지,17
20대,남성,스트리트,5.5,눈,72.8,1.6,후드티,그린,노멀,우븐,무지,청바지,그린,노멀,우븐,무지,17
20대,남성,스트리트,13.128141253764031,맑음,61.53514063267166,2.544143524883145,패딩,그린,노멀,패딩,무지,팬츠,그린,노멀,패딩,무지,1
20대,남성,스트리트,13.128141253764031,맑음,61.53514063267166,2.544143524883145,후드티,그레이,노멀,패딩,무지,조거팬츠,옐로우,발목,우븐,무지,1
20대,남성,스트리트,13.128141253764031,맑음,61.53514063267166,2.544143524883145,점퍼,와인,하프,패딩,무지,팬츠,와인,하프,패딩,무지,1
20대,남성,스트리트,5.0,비,45.3,1.9,패딩,블랙,하프,패딩,체크,팬츠,블랙,하프,패딩,무지,14
20대,남성,스트리트,5.0,비,45.3,1.9,패딩,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,14
